,Target Name,Active Mean,Active Median,Decoy Mean,Decoy Median,Delta Mean,Delta Median,EF_0.5%,EF_1%,EF_2%,EF_5%,ROC_AUC Score,ROC_PR Score,BEDROC_score
37,HSP90,569.5317145,557.510153,457.4278293,447.2762055,112.1038852,122.2555089,21.92857143,14.16923077,8.596,4.456451613,0.705071549,0.203671514,0.367672531
38,17BETAHSD1,161.9591169,167.6376936,154.2215211,153.6534791,7.737595803,8.305637762,0,0,0,0,0.593846154,0.038839008,0.000205118
39,JNK1,640.1125324,592.3549181,487.8628367,479.4728858,152.2496958,160.6396467,26.52857143,21.42692308,12.38,6.489516129,0.678088481,0.284524691,0.48549404
40,FGFR1,551.3880718,563.816715,337.3251079,332.9309691,214.0629639,218.4571027,30.45,30.45,24.36,11.98032787,0.882067063,0.58186742,0.781616322
41,ROCK-1,553.3573133,552.2272672,461.8918331,469.511029,91.46548015,83.84628421,13.25357143,11.89423077,8.659,5.486693548,0.722431078,0.14425153,0.328061198
42,ACE2,448.2738426,449.3371672,416.4177709,419.0211524,31.85607177,29.2526902,0,2.382692308,1.239,3.497177419,0.695517098,0.068330807,0.084437541
43,HDAC2,564.376197,548.2999537,566.2674781,572.9669222,-1.89128111,-8.590725225,13.275,9.530769231,4.956,1.998387097,0.443557131,0.104118775,0.230692914
44,PYGL-OUT,508.7236329,508.1503258,446.7462965,443.0135874,61.97733634,65.71004546,8.75,4.711538462,3.675,4.939516129,0.851624473,0.153289996,0.200528619
45,HDAC8,460.1017656,469.8400062,475.1152384,492.3927226,-15.01347286,-32.290957,0,0,0,0,0.436895833,0.02580653,2.77E-08
46,PDE4B,561.9234649,575.9909198,416.3838162,408.1937717,145.5396487,153.7296932,13.28571429,14.30769231,16.12,10,0.877520833,0.299911138,0.486338329
47,PYGL-IN,653.5608156,651.0715184,468.0076599,482.7071238,185.5531557,170.8536917,30.825,21.34038462,18.495,9.943548387,0.905783738,0.447574126,0.613003705
48,ADAM17,485.6595376,466.7627346,410.900341,408.8843797,74.75919658,76.77515792,22.14285714,16.69230769,8.68,7,0.735145833,0.226541535,0.400932954
49,PIM-2,608.7108697,581.2912526,434.9458459,424.2560383,173.7650238,184.4548314,13.23214286,9.5,8.645,6.971774194,0.824435146,0.194400123,0.334434467
50,PARP-1,562.077355,551.7544528,388.9288551,394.1310326,173.1484999,167.9463224,26.46428571,23.75,17.29,7.469758065,0.724016736,0.36138664,0.604259838
51,NA,530.7884795,534.6740073,363.5036973,353.5655358,167.2847822,177.2229436,30.9,21.39230769,16.068,9.469354839,0.886329431,0.410385387,0.589376673
52,BRAF,620.6321522,531.1528846,564.5478501,563.5550412,56.08430208,57.07711104,22.01785714,11.85576923,6.165,3.480241935,0.512447611,0.153724801,0.307273426
53,IGF1R,945.3749695,917.2415864,483.0771951,457.1481544,462.2977744,488.2268151,30.95,26.18846154,21.046,14.97580645,0.975208681,0.664465672,0.76584282
54,PDK1,897.8584403,896.9641543,458.0591067,442.7195417,439.7993336,455.1388986,26.48571429,28.52307692,23.484,14.9516129,0.952466555,0.630335982,0.769825585
55,GR,412.7357185,373.5642185,411.7828054,404.946892,0.952913113,7.788826468,8.857142857,4.769230769,2.48,2,0.448166667,0.087069601,0.142915305
56,CYP2A6,240.3640343,237.1849602,260.5176134,263.5274103,-20.15357918,-23.16337602,0,0,0,0,0.304197995,0.020958524,1.09E-07
57,HMGR,500.0055258,513.2330565,372.420816,371.0882934,127.5847098,128.9172324,22.08928571,16.65192308,18.555,13.96612903,0.939014202,0.506854129,0.607622451
58,PDE5,539.3960491,490.3772453,403.974141,398.551338,135.4219081,140.8447111,26.52857143,21.42692308,11.142,6.988709677,0.80630217,0.304524087,0.48911014
59,TS,196.5588051,198.0822377,177.6682731,179.6866555,18.89053204,16.87214966,22.10714286,16.66538462,9.904,6.489516129,0.645951586,0.200569775,0.385084631
60,QPCT,326.9647495,332.7439085,312.2410592,310.051306,14.72369025,16.91344353,0,0,0,0.499596774,0.605796497,0.038647937,0.002286138
61,KIF11,434.6748963,440.9636553,308.5094892,304.7521474,126.1654072,129.922749,26.57142857,26.23076923,19.84,12,0.907208333,0.451345414,0.647924519
62,ADRB2,432.7275849,431.7681778,400.8221969,397.7294072,31.90538795,34.99817768,4.425,4.765384615,2.478,3.497177419,0.605129274,0.05880159,0.114927832
63,TP,290.2391181,285.2867368,299.2608684,295.4848934,-9.021750261,-5.245775338,0,0,1.224,0.493548387,0.446072635,0.027440029,0.019736784
64,MK2,774.9483514,836.4172168,485.7829663,485.9496438,289.1653851,288.9987076,22.07142857,26.14615385,17.304,11.46290323,0.819878763,0.417836709,0.638046459
65,CDK2,568.6738684,575.2177222,369.7037411,362.50016,198.9701273,206.1737085,26.48571429,23.76923077,16.068,10.96451613,0.836642977,0.393872561,0.58505071
66,ALR2,407.3421894,418.8496743,404.309111,416.8183656,3.033078408,-9.476176209,4.417857143,2.378846154,3.711,1.99516129,0.527172097,0.049255086,0.109301716
67,EPHB4,933.6738272,850.7674773,562.2822596,552.3951493,371.3915675,381.2786779,30.925,30.925,21.029,11.47217742,0.909398496,0.559543379,0.749121568
68,HIV1RT,373.0502256,355.14358,373.0091434,371.899799,0.041082272,1.150426643,13.25357143,7.136538462,3.711,2.493951613,0.457894737,0.100045497,0.203028411
69,LCK,660.3520085,663.5172764,424.6033457,423.8131589,235.7486628,236.5388496,26.52857143,26.18846154,22.284,11.98064516,0.819323873,0.509827415,0.72786784
70,AURKA,774.5043112,780.3369489,455.4180317,438.3071177,319.0862796,336.1971936,30.95,23.80769231,19.808,12.97903226,0.936978297,0.575594022,0.708669767
71,ITK,553.3885359,537.037999,397.8095088,390.7245083,155.5790271,162.6640276,22.03571429,18.98461538,13.574,9.454032258,0.893383585,0.365184641,0.521819388
72,FKBP1A,459.0417062,449.5465665,399.4561749,398.7288774,59.58553126,60.31282882,17.67142857,14.27307692,8.659,5.985483871,0.733437761,0.220420224,0.369297093
73,COX2,457.121595,456.9752058,422.9125279,420.8371855,34.2090671,36.28440948,0,0,1.24,1.5,0.694729167,0.057277567,0.029604162
74,COX1,477.0736371,480.9527072,426.5839815,425.8834157,50.48965557,51.19022139,13.24285714,11.88461538,7.416,3.987096774,0.659782609,0.125873443,0.287333383
75,SARS-HCOV,77.16264754,75.94367258,77.62108906,77.75056435,-0.458441512,-0.587916811,0,0,0,1.013871375,0.482455562,0.031628511,0.016395507
76,BCL2,313.3704881,313.8368179,286.7641432,287.3757739,26.60634492,25.99471414,8.842857143,4.761538462,3.714,3.494354839,0.702921536,0.116512689,0.186112955
77,FXA,630.1804341,638.2299908,457.7899746,457.9247889,172.3904595,172.2556453,30.725,25.99807692,20.893,10.90241935,0.913772077,0.550827103,0.722663024
78,11BETAHSD1,318.2737072,320.4246144,306.9291194,310.7793446,11.3445878,7.494362652,0,0,0,1.076721883,0.577629382,0.03403419,0.010384852
79,P38-ALPHA,691.9376427,723.3852879,489.4075468,487.0979763,202.5300959,204.8396664,22.125,26.20961538,17.346,10.49153226,0.803065054,0.402486786,0.624733131
80,GBA,254.4621672,237.0939589,298.1914623,291.4263377,-43.72929511,-36.96417049,0,0,0,0.996774194,0.295923913,0.022726567,0.008528457
,,,,,,,,17.06414326,14.58812368,10.86712536,6.712290727,0.717490893,0.267034075,0.39348131
