,Target Name,Active Mean,Active Median,Decoy Mean,Decoy Median,Delta Mean,Delta Median,EF_0.5%,EF_1%,EF_2%,EF_5%,ROC_AUC Score,ROC_PR Score,BEDROC_score
29,QPCT,6.4450045,6.44861,6.837211603,6.79876,-0.392207103,-0.3537555,0,0,0,0,0.345784641,0.022178907,2.33E-07
30,DHFR,9.297354,9.39687,8.828116833,8.799785,0.469237167,0.497569,0,0,0,1.974193548,0.676710304,0.054390844,0.018225512
31,JNK2,9.16229641,8.3177,8.419825557,8.509735,0.742470854,0.65256141,20.01709402,10.00854701,5.004273504,4.580182529,0.546502673,0.152883613,0.277967963
32,HMGR,8.46400425,8.58647,7.14856589,7.11587,1.31543836,1.34813425,13.25357143,14.27307692,13.607,13.46733871,0.932936508,0.403063039,0.511599827
33,FKBP1A,7.200301579,7.299595,6.62683938,6.57084,0.573462199,0.629461579,0,2.491902834,1.295789474,1.567487267,0.740217056,0.063878959,0.04769405
34,PI3KG,9.108506923,8.92698,8.473761272,8.47234,0.634745651,0.636166923,13.2967033,7.159763314,6.205128205,3.560319462,0.671527732,0.084422641,0.205035631
35,BRAF,10.04352949,9.70543,9.285040325,9.37371,0.758489162,0.669819487,0,0,1.24,2.032786885,0.683278545,0.053604395,0.035437954
36,JNK3,9.610577692,9.54002,9.103769513,9.170565,0.506808179,0.440012692,4.428571429,4.769230769,2.48,1.524590164,0.629147491,0.046806032,0.084793083
37,GR,9.29225875,9.36507,8.862790017,8.8438,0.429468733,0.44845875,4.367857143,4.703846154,3.669,2.958870968,0.616948436,0.066923919,0.136528465
38,PRKCQ,9.416435789,9.53845,8.70877309,8.74814,0.7076627,0.668295789,5.263157895,7.894736842,5.263157895,3.684210526,0.709529849,0.109382395,0.19284593
39,THROMBIN,9.430235526,9.599935,8.052379429,8.01474,1.377856098,1.415495526,13.65789474,9.805668016,8.923157895,7.83649698,0.852021358,0.220601504,0.306749929
40,FXA,9.798620513,9.71445,8.345273016,8.345965,1.453347497,1.452655513,15.29487179,10.1965812,8.922008547,4.588461538,0.822601431,0.153594276,0.294022746
41,MMP2,8.45316575,8.39076,8.156028182,8.19119,0.297137568,0.26197575,4.385714286,4.723076923,3.684,1.485483871,0.58219697,0.051670501,0.130493129
42,ER-BETA,9.386487586,9.36748,7.942487125,8.03513,1.444000461,1.351357586,5.717241379,12.70498084,11.77079108,6.806239737,0.855905172,0.210649374,0.341772617
43,ROCK-1,8.69942125,8.438825,8.24688934,8.33122,0.45253191,0.36820125,4.310714286,2.321153846,1.207,0.494672131,0.614888603,0.049539813,0.067399194
44,EPHB4,9.37565025,9.29597,8.673772726,8.69021,0.701877524,0.68544025,8.671428571,7.003846154,6.07,4.975409836,0.752640545,0.123567092,0.211364744
45,HDAC2,8.02917725,7.943365,6.008822223,6.044045,2.020355027,1.98513225,17.34285714,11.67307692,7.284,4.975409836,0.79738075,0.218017161,0.337379231
46,BCL2,7.18186575,7.114035,6.883378994,6.86949,0.298486756,0.31237575,0,2.351923077,4.892,2.465725806,0.603275571,0.05054677,0.10344876
47,SARS-HCOV,5.59071641,5.59851,5.926383018,5.88189,-0.335666608,-0.29117359,0,0,0,0,0.327071896,0.021852189,0.000742755
48,17BETAHSD1,8.7117785,8.580405,8.09742385,8.12002,0.61435465,0.5917585,0,2.359615385,2.454,1.484274194,0.718765796,0.061410776,0.068681861
49,HSP90,9.01776025,8.93949,9.505869974,9.52247,-0.488109724,-0.50470975,0,0,0,0.497540984,0.330110733,0.023178309,0.013783947
50,EGFR,8.472766667,8.36843,8.056520257,8.11959,0.416246409,0.353176667,0,2.376725838,2.471794872,2.532576713,0.602586093,0.048476806,0.084272192
51,PDK1,9.083602368,9.09004,7.883936858,7.926255,1.199665511,1.157347368,4.533834586,4.882591093,2.538947368,5.723037101,0.821219358,0.116635049,0.156075526
52,ACHE,10.2442775,10.83442,9.398099492,9.92498,0.846178008,0.3192975,8.721428571,4.696153846,4.884,4.431048387,0.675857324,0.096127084,0.183849993
53,PYGL-OUT,10.121524,10.06369,9.343800259,9.33035,0.777723741,0.791174,8.828571429,4.753846154,6.18,3.488709677,0.775355351,0.103393765,0.187888166
54,LCK,9.39795575,9.317655,8.977536435,8.999265,0.420419315,0.39869075,4.3,2.315384615,1.204,1.973770492,0.623689863,0.053876133,0.07727736
55,HIV1PR,11.14613027,10.866,9.291971272,9.25756,1.854158998,1.88857027,32.86486486,20.22453222,11.83135135,9.1590607,0.889324439,0.375768008,0.51270309
56,AURKA,9.006448974,8.96121,8.373039231,8.39747,0.633409743,0.608978974,0,4.773175542,2.482051282,2.54308533,0.705905538,0.066476297,0.082515739
57,11BETAHSD1,8.931720513,8.90474,8.574089244,8.591605,0.357631269,0.340115513,5.02991453,2.514957265,1.257478632,2.046066927,0.595489162,0.046962183,0.082379977
58,PYGL-IN,9.240757,9.200645,8.087340017,8.03326,1.153416983,1.207497,13.2,9.476923077,8.624,4.967741935,0.797483221,0.175490633,0.292830845
59,GBA,7.53206375,7.461475,7.369805297,7.44427,0.162258453,0.08779375,0,0,0,0,0.54373431,0.032092735,3.87E-05
60,ALR2,7.50215475,7.65301,7.342748078,7.39905,0.159406672,0.10310475,4.378571429,2.357692308,2.452,0.988709677,0.545573356,0.038270583,0.073311452
61,PR,8.860514286,8.82349,7.937536901,8.096385,0.922977384,0.764129286,4.9,2.672727273,2.8,3.957692308,0.67275079,0.073819399,0.12889688
62,P38-ALPHA,8.6874165,8.74653,8.177452124,8.1357,0.509964376,0.5517165,4.364285714,2.35,1.222,1.970967742,0.678532149,0.068752629,0.091132104
63,CYP2A6,6.698427778,6.46718,6.631261472,6.72798,0.067166306,-0.029552222,0,0,0,1.109876543,0.505375306,0.042429618,0.009935308
64,MK2,9.306545135,9.30343,8.088722946,8.26814,1.217822189,1.038405135,5.243243243,5.243243243,5.243243243,3.732478241,0.749250582,0.089118455,0.164389024
65,COX1,9.461855385,9.33097,9.212833848,9.15836,0.249021536,0.303495385,0,0,0,1.025641026,0.559643255,0.039490892,0.011824203
66,RXR,11.14255757,10.73359,9.331535043,9.345075,1.811022524,1.797482568,25.91891892,23.32702703,16.8472973,8.63963964,0.825614117,0.415195321,0.67045042
67,ITK,8.03588325,8.011365,7.9491309,7.991775,0.08675235,0.04410825,4.35,2.342307692,2.436,1.497540984,0.507682513,0.035856532,0.074115128
68,ACE,8.2896675,8.581605,7.776895439,7.81733,0.512772061,0.4723375,8.821428571,7.125,8.645,5.975806452,0.634832636,0.109884291,0.242881717
69,PIM-1,9.53187625,9.579155,8.666919401,8.72475,0.864956849,0.80712625,0,0,2.418,1.981967213,0.725449102,0.066135142,0.058099197
70,HIV1RT,9.057314474,9.01732,8.793025165,8.78928,0.264289308,0.268034474,0,0,0,1.575064711,0.580353556,0.04235919,0.019939804
71,PPARA,9.205221053,9.37703,8.145184836,8.194805,1.060036216,1.010416053,9.98245614,4.99122807,3.90617849,2.626962142,0.774808612,0.099661495,0.142195459
72,PARP-1,9.753783,9.914215,8.159716275,8.2806,1.594066725,1.473183,4.303571429,6.951923077,9.64,7.901639344,0.83916309,0.188305332,0.286467194
73,INHA,7.64787225,7.583945,7.383379359,7.41051,0.264492891,0.23736225,8.75,4.711538462,2.45,1.975806452,0.544556962,0.089279235,0.145456477
74,AURKB,8.6386975,8.569965,7.90924034,7.91218,0.72945716,0.7265175,4.339285714,4.673076923,3.645,4.979508197,0.73812766,0.092022584,0.153513134
75,TK,8.437871026,8.44688,8.06497882,8.03986,0.372892206,0.398011026,0,0,2.531282051,2.041356493,0.605278404,0.051656194,0.041466221
76,PDE4B,9.93034575,9.617525,8.986492617,8.984,0.943853133,0.94634575,4.4,9.476923077,6.16,5.464516129,0.746895973,0.108549846,0.221936023
77,TS,8.09522325,8.21564,7.799577636,7.812165,0.295645614,0.28305825,4.357142857,2.346153846,1.22,2.5,0.599576271,0.052399563,0.066961522
78,SRC,8.869499744,8.76616,8.750521049,8.77141,0.118978694,0.098089744,0,0,0,1.527112232,0.524306467,0.034405792,0.023995675
,,,,,,,,6.25474329,5.5000518,4.438229983,3.400307876,0.663855163,0.104905237,0.163770834
