,Target Name,Active Mean,Active Median,Decoy Mean,Decoy Median,Delta Mean,Delta Median,EF_0.5%,EF_1%,EF_2%,EF_5%,ROC_AUC Score,ROC_PR Score,BEDROC_score
19,HDAC8,7.55263672,7.6484375,7.615173902,7.6367188,-0.062537182,-0.08408208,0,0,0,0.995967742,0.459633891,0.028849429,0.011974608
20,GSK3B,7.759667967,7.8671875,7.352996107,7.4511719,0.406671861,0.308496067,4.385714286,2.361538462,4.912,6.437096774,0.742571549,0.110063904,0.165416513
21,ACE2,7.281054695,7.2382813,7.246439669,7.2734375,0.034615026,0.007617195,0,2.378846154,2.474,1.496370968,0.504626149,0.039265893,0.069418982
22,AR,7.547265638,7.5996094,6.683874163,6.71289065,0.863391474,0.834374987,26.52857143,23.80769231,12.38,8.486290323,0.809035893,0.335931815,0.528250194
23,NA,7.027343755,7.0273438,5.410257414,5.4648438,1.617086341,1.562499955,22.08928571,21.40961538,16.081,11.97096774,0.954385965,0.463752558,0.590829511
24,AKT1,7.220291947,7.3085938,6.880459277,6.9609375,0.33983267,0.259354447,0,2.497975709,2.597894737,3.142614601,0.700019803,0.066170182,0.071790255
25,PNP,6.794824215,6.9101562,6.414290831,6.5234375,0.380533384,0.271386715,0,2.363461538,4.916,5.451209677,0.635796888,0.077412262,0.126672212
26,ADAM17,7.624609368,7.6679687,7.411206669,7.4609375,0.213402698,0.163671867,13.17857143,9.461538462,9.84,5.455645161,0.637993697,0.180982959,0.346462068
27,MDM2,6.117578128,5.9824219,5.729988233,5.7460938,0.387589895,0.371484328,8.821428571,7.125,8.645,5.975806452,0.680324268,0.109441152,0.268847138
28,JNK1,7.254882815,7.33789065,6.874757091,6.9492188,0.380125724,0.305664015,4.392857143,2.365384615,3.69,2.975806452,0.71822479,0.078682827,0.125073866
29,COX2,6.930612666,7.1777344,6.256741961,6.28125,0.673870705,0.649362666,23.17669173,12.47975709,14.27684211,10.46689304,0.771735301,0.274126284,0.479941472
30,QPCT,6.684570308,6.7832031,6.176305021,6.2109375,0.508265286,0.473632808,0,0,2.474,4.489112903,0.759607352,0.088965787,0.081668422
31,DHFR,6.872095359,7.0117188,6.40577235,6.4960938,0.466323009,0.376001559,9.032967033,4.863905325,3.793846154,3.569478908,0.716821286,0.081564583,0.147544923
32,JNK2,7.181445313,7.2167969,6.858026101,6.92773435,0.323419211,0.253710963,4.414285714,4.753846154,2.472,2.491935484,0.668979933,0.06208696,0.101091531
33,HMGR,7.477148443,7.6152344,6.47711703,6.5039062,1.000031412,0.973242242,17.62857143,23.73076923,24.68,15.92258065,0.936044807,0.577762503,0.709535608
34,FKBP1A,6.341406258,6.38476565,5.793363617,5.8359375,0.54804264,0.505468758,0,4.757692308,4.948,4.489112903,0.734544695,0.083592277,0.132581294
35,PI3KG,7.300878903,7.3984375,6.736006684,6.8007812,0.564872219,0.500097702,0,7.136538462,8.659,4.489112903,0.791750209,0.125605958,0.223371197
36,BRAF,7.354003913,7.36132815,6.778542407,6.8242188,0.575461505,0.529785112,8.828571429,7.130769231,4.944,3.987096774,0.79590301,0.095645978,0.174444818
37,JNK3,7.362109375,7.39648435,7.024413243,7.1289062,0.337696132,0.233203175,0,2.371153846,3.699,3.480241935,0.673407376,0.061973374,0.107413694
38,GR,7.600195318,7.6015625,6.89096169,6.8984375,0.709233627,0.701757817,17.64285714,21.375,17.29,9.461693548,0.879874477,0.373149183,0.566386949
39,PRKCQ,7.411718743,7.55859375,7.105736569,7.1640625,0.305982173,0.247656242,0,0,0,0.996774194,0.712938963,0.065430418,0.019300503
40,THROMBIN,6.710136215,6.7460938,6.357547617,6.41601565,0.352588599,0.294120565,4.523809524,2.435897436,2.533333333,3.064516129,0.664822914,0.083860972,0.099691664
41,FXA,7.25126953,7.36132815,6.754981123,6.8261719,0.496288407,0.42509763,13.2,9.476923077,4.928,2.980645161,0.722346896,0.157153347,0.253670245
42,MMP2,6.088281243,6.1914063,5.935187132,6.0429688,0.15309411,0.045312443,0,4.726923077,2.458,1.486693548,0.57441127,0.044744174,0.070416913
43,ER-BETA,7.149707028,7.4335937,6.079562942,6.0820312,1.070144085,1.067675827,17.68571429,14.28461538,13.618,9.983870968,0.837604341,0.329701726,0.478886996
44,ROCK-1,7.125195315,7.1738281,6.523856963,6.6132812,0.601338353,0.511914115,0,2.369230769,3.696,4.470967742,0.782990772,0.09199977,0.107259548
45,FGFR1,7.105761718,7.17578125,6.282923639,6.2890625,0.822838079,0.816699218,8.821428571,9.5,6.175,4.97983871,0.837845188,0.145856277,0.235389817
46,EPHB4,7.094238283,7.0898438,6.734860412,6.78125,0.35937787,0.312988283,0,2.367307692,4.924,2.481854839,0.710012594,0.063754825,0.096728718
47,HDAC2,7.498397438,7.5039062,7.429409416,7.4648438,0.068988022,0.033553638,0,0,1.264615385,1.019851117,0.54686896,0.034249122,0.02515846
48,BCL2,6.364160158,6.39648435,6.294869045,6.3320312,0.069291113,0.032128958,0,0,2.446,1.479435484,0.537246407,0.03769553,0.052649625
49,SARS-HCOV,6.393830128,6.3828125,6.378886097,6.4414062,0.014944031,-0.047576072,0,0,0,0,0.490299182,0.028731917,0.000253526
50,17BETAHSD1,5.694238283,5.6054688,5.689513497,5.7265625,0.004724785,-0.032324218,4.417857143,4.757692308,3.711,2.493951613,0.483970343,0.042250517,0.120461321
51,HSP90,7.146093755,7.26171875,6.677706543,6.7304688,0.468387212,0.415624955,4.403571429,4.742307692,4.932,5.468951613,0.768409472,0.13448344,0.177364593
52,EGFR,7.214843755,7.2734375,6.900229914,7.0585938,0.314613841,0.156249955,0,0,1.231,1.985483871,0.621127204,0.048504709,0.031833311
53,PDK1,6.846874998,7.0351563,6.340400143,6.4609375,0.506474854,0.385937498,4.392857143,2.365384615,1.23,1.983870968,0.698487395,0.07347955,0.075322697
54,ACHE,6.949414067,7.01757815,6.815253319,7.0234375,0.134160748,-0.074023433,0,0,0,0,0.515227843,0.030974671,3.92E-05
55,PYGL-OUT,6.903222645,6.94921875,7.002475699,7.0429688,-0.099253054,-0.139746155,0,0,0,0,0.413085284,0.024888544,0.000423651
56,LCK,7.146777335,7.3144531,6.939008712,7.0078125,0.207768623,0.138964835,0,2.367307692,3.693,1.985483871,0.63172754,0.067145405,0.095586327
57,HIV1PR,8.122635695,8.125,7.675390626,7.70898435,0.447245069,0.413651345,23.08270677,19.88663968,11.63368421,8.860780985,0.709111013,0.24402058,0.466821316
58,AURKA,7.048437512,7.18945315,6.556997525,6.6523438,0.491439988,0.396093712,0,0,0,1.491532258,0.711619866,0.059725991,0.029033615
59,11BETAHSD1,6.698828128,6.6894531,6.793469718,6.8398438,-0.094641591,-0.141015672,0,0,0,0.994354839,0.448847443,0.028854037,0.016937318
60,PYGL-IN,6.64513221,6.7070312,5.996836396,6.0273438,0.648295815,0.61778841,9.032967033,7.295857988,5.058461538,4.079404467,0.788719237,0.106296473,0.18086946
61,GBA,6.728710942,6.86523435,6.42871012,6.515625,0.300000823,0.213085942,0,2.378846154,2.474,1.99516129,0.656714703,0.060740601,0.064261068
62,ALR2,6.34150391,6.6054688,6.642879493,6.7382812,-0.301375583,-0.39677729,0,2.357692308,1.226,2.471774194,0.434928331,0.035213953,0.049626473
63,PR,7.363476555,7.453125,7.039016849,7.0605469,0.324459706,0.302929655,4.421428571,7.142307692,3.714,2.99516129,0.665358932,0.076149927,0.157402077
64,P38-ALPHA,7.286621095,7.24023435,6.645024842,6.7265625,0.641596253,0.560058595,8.821428571,7.125,7.41,4.481854839,0.77539749,0.105304474,0.221819567
65,CYP2A6,4.237109372,4.2226562,4.585720306,4.4023438,-0.348610933,-0.165234428,0,0,0,0,0.342579431,0.022419938,0.000317835
66,MK2,7.189062502,7.30664065,6.620680843,6.72851565,0.56838166,0.460546852,0,0,3.696,3.974193548,0.773395554,0.092220404,0.082620376
67,COX1,6.508840455,6.46875,6.464445589,6.5195312,0.044394867,-0.010690745,9.248120301,4.979757085,5.178947368,2.610356537,0.504503709,0.054751598,0.163343781
68,RXR,6.86103516,6.8867188,6.481626279,6.4765625,0.379408881,0.38447266,0,0,0,0.499193548,0.715984975,0.05650824,0.005746238
69,ITK,7.004306895,7.0703125,6.391170895,6.4453125,0.613136,0.558994395,9.04029304,9.735700197,7.593846154,4.082712986,0.815288059,0.153631495,0.252798918
70,ACE,7.05546875,7.14453125,6.970474115,7.0351562,0.084994635,0.02031255,0,2.373076923,3.702,2.487903226,0.551873953,0.045284712,0.091622747
71,PIM-1,6.705957028,6.92382815,6.419884283,6.578125,0.286072744,0.127832028,4.410714286,4.75,4.94,1.991935484,0.601297071,0.05338847,0.126003081
72,HIV1RT,6.858300778,6.9667969,6.505055147,6.6171875,0.35324563,0.241113278,4.392857143,2.365384615,3.69,2.975806452,0.63657563,0.056820035,0.106665164
73,PPARA,6.919824215,6.94140625,6.776344325,6.7832031,0.14347989,0.136621115,0,4.753846154,3.708,1.993548387,0.599770067,0.047961898,0.100996285
74,PARP-1,6.99902344,6.96484375,6.471041448,6.5546875,0.527981992,0.44433594,8.821428571,7.125,6.175,5.477822581,0.722792887,0.103205004,0.213445614
75,INHA,5.727148445,5.79296875,6.369380683,6.39648435,-0.642232238,-0.669335905,0,0,0,0,0.224331104,0.019176686,1.14E-11
76,AURKB,6.79492187,6.9140625,6.442803674,6.5078125,0.352118196,0.28710937,0,0,0,0.995967742,0.664644351,0.050874084,0.009644081
77,TK,6.635644528,6.7089844,6.289808268,6.3710938,0.345836259,0.264550728,4.389285714,4.726923077,6.145,2.973387097,0.635344828,0.061438701,0.141677193
78,PDE4B,7.906542975,7.8886719,7.584085793,7.6425781,0.322457182,0.263964875,4.407142857,4.746153846,2.468,2.487903226,0.735364322,0.094970176,0.127499138
79,TS,6.539663464,6.5546875,6.210048672,6.2890625,0.329614792,0.250600964,4.505494505,2.426035503,2.523076923,2.543424318,0.647495102,0.064782991,0.119962242
80,SRC,7.220117195,7.45898435,6.797180277,6.8828125,0.422936918,0.337304695,4.392857143,4.730769231,4.92,3.967741935,0.700546218,0.100094195,0.157576935
,,,,,,,,4.50873718,4.604579743,4.216884607,3.357681525,0.655665764,0.096245275,0.142102648
