,Target Name,Active Mean,Active Median,Decoy Mean,Decoy Median,Delta Mean,Delta Median,EF_0.5%,EF_1%,EF_2%,EF_5%,ROC_AUC Score,ROC_PR Score,BEDROC_score
25,MMP2,95.11183976,95.18840028,112.2789271,116.4962797,-17.16708736,-21.38443995,4.414285714,2.376923077,1.236,0.498387097,0.362040134,0.024364061,0.046061367
26,ER-BETA,183.3085851,179.8735292,147.8345292,144.9685853,35.47405594,38.33999982,4.428571429,4.769230769,4.96,3.5,0.671666667,0.069483485,0.140702789
27,AKT1,165.1598298,179.3011975,151.4091267,151.6024797,13.75070311,13.55735011,0,0,0,0.996774194,0.576024247,0.039174105,0.008543895
28,JAK3,220.4719234,201.3464892,142.0262869,132.3219513,78.4456365,88.14997205,8.828571429,9.507692308,8.652,4.983870968,0.804076087,0.140206255,0.288327282
29,RXR,269.8227745,267.1369766,190.7673474,189.4274932,79.05542708,80.39528128,13.26428571,11.90384615,8.666,8.486290323,0.910580134,0.284951671,0.367386076
30,AR,198.9552543,186.0674811,169.5017799,162.196287,29.45347439,36.75896728,4.421428571,7.142307692,3.714,2.99516129,0.616986644,0.062756804,0.133991229
31,DHFR,204.5525012,196.1640723,155.8603831,156.8966218,48.6921181,47.65587938,26.50714286,26.16730769,14.844,6.484274194,0.700793651,0.316143947,0.552203226
32,PIM-1,187.2905978,176.7219203,162.068663,158.8894583,25.22193471,28.40113942,8.814285714,7.119230769,3.702,1.492741935,0.587374372,0.062690395,0.158761824
33,JNK3,174.4925893,173.6350293,165.3521416,171.3237519,9.140447772,3.168837417,8.85,7.148076923,4.956,1.998387097,0.504899917,0.088605095,0.185344705
34,INHA,112.5121458,103.5138569,81.89095666,77.36897116,30.62118915,35.14317465,4.425,9.530769231,7.434,4.496370968,0.72118432,0.09803578,0.22267719
35,PI3KG,203.4466634,201.3745603,176.3342489,171.7817785,27.11241454,31.66488488,8.828571429,4.753846154,3.708,1.49516129,0.607316054,0.057888719,0.134448135
36,HIV1PR,247.5290616,249.3455498,153.1800287,147.8980423,94.34903289,99.63101928,26.55,26.20961538,18.585,10.49153226,0.845454545,0.434408169,0.659711192
37,HSP90,162.6992163,131.1894985,176.6741266,172.5591545,-13.97491031,-9.859938242,0,0,2.456,1.980645161,0.39469697,0.030737229,0.051799987
38,17BETAHSD1,63.96513184,62.05569697,72.79064997,71.78816039,-8.825518132,-7.823028556,0,0,0,0,0.360961538,0.022173512,7.88E-06
39,JNK1,166.8532288,159.7597124,134.674451,129.9184327,32.17877776,36.93479613,4.421428571,2.380769231,2.476,2.495967742,0.663877295,0.082151433,0.098847581
40,FGFR1,231.279087,193.7215172,156.3026528,153.1483707,74.97643417,78.13071623,30.45,25.76538462,13.398,6.489344262,0.674702886,0.318330965,0.55225801
41,ROCK-1,241.4000789,260.4487913,193.7121342,194.5749628,47.68794474,46.82511611,0,0,2.474,3.491532258,0.686152882,0.072208436,0.068573401
42,ACE2,142.978607,140.501522,155.6149867,154.3236986,-12.63637977,-11.34509165,0,0,0,0,0.397727273,0.025131819,1.54E-05
43,HDAC2,264.1039552,242.1252162,224.2139605,218.8616235,39.88999471,45.24233172,13.275,9.530769231,6.195,3.996774194,0.599562135,0.122143471,0.254897561
44,PYGL-OUT,189.4891034,180.8264125,132.3126267,128.6919831,57.17647672,60.79712029,26.25,16.49038462,12.25,6.915322581,0.855147679,0.299890805,0.465402553
45,HDAC8,173.332442,182.4061769,177.6931517,183.409684,-4.360709732,-10.07724202,0,0,0,0,0.4726875,0.027525462,6.28E-05
46,PDE4B,135.1777544,130.3842396,119.44437,113.9657829,15.73338438,21.21197143,4.428571429,2.384615385,2.48,1,0.6585,0.04791831,0.067781252
47,PYGL-IN,334.1992957,334.1761964,205.3348097,207.4215179,128.8644861,126.7777778,22.01785714,16.59807692,13.563,8.452016129,0.891471081,0.323196594,0.485210911
48,ADAM17,119.6569653,96.40569504,123.443245,116.598777,-3.786279755,3.058188327,8.857142857,4.769230769,2.48,1.5,0.3688125,0.064691241,0.130792275
49,PIM-2,140.9223154,141.6682878,101.0131554,97.2007822,39.90915995,43.72153317,17.64285714,14.25,8.645,5.477822581,0.731171548,0.172508816,0.346628619
50,PARP-1,191.6325307,193.4113892,118.6846442,107.8234114,72.9478865,83.80911932,22.05357143,16.625,11.115,5.477822581,0.696694561,0.243475454,0.435900506
51,NA,160.1305649,146.1244601,102.459183,98.04775687,57.67138185,62.082808,30.9,16.63846154,12.36,8.472580645,0.837332776,0.337777778,0.507198339
52,BRAF,141.6960002,115.4456728,174.6257698,171.0015582,-32.92976963,-29.30555802,0,2.371153846,1.233,0.497177419,0.363453479,0.02467698,0.031489064
53,IGF1R,208.5414754,186.7240942,171.4241172,165.9255796,37.11735824,42.6158958,13.26428571,9.523076923,8.666,6.489516129,0.598789649,0.147204034,0.310754617
54,PDK1,261.4287338,266.1243265,144.0592576,138.1989068,117.3694763,123.2298271,17.65714286,19.01538462,13.596,9.967741935,0.84673913,0.330011514,0.497461487
55,GR,128.7593956,123.7165302,121.0866003,115.6227077,7.672795302,13.13668787,4.428571429,2.384615385,1.24,1,0.547375,0.061067543,0.071922534
56,CYP2A6,106.7387568,108.7953073,111.043477,111.3134486,-4.304720158,-4.574691747,0,0,0,0.498790323,0.454949875,0.027902819,0.004508602
57,HMGR,175.1280894,172.0956001,124.7657282,122.8030892,50.36236123,52.32500025,8.835714286,9.515384615,11.133,6.983064516,0.891875522,0.209237965,0.308074107
58,PDE5,143.9291318,123.3800555,99.19749875,95.83715335,44.73163304,48.09197844,26.52857143,19.04615385,12.38,5.990322581,0.722224541,0.264624679,0.464685723
59,TS,54.53356495,53.09978186,56.7344293,55.16581111,-2.200864345,-0.632246157,0,0,0,0,0.472725376,0.027606204,0.00012817
60,QPCT,155.3279668,156.0268607,115.3971002,113.0029685,39.93086658,42.3249983,0,2.382692308,4.956,3.497177419,0.84030442,0.106298355,0.121955623
61,KIF11,125.2449661,125.8124794,88.9977253,86.16373308,36.24724084,39.08123307,0,4.769230769,6.2,6,0.816229167,0.135910627,0.178434557
62,ADRB2,169.5199577,161.5241575,159.5879412,152.4198449,9.932016521,17.10011275,0,0,1.239,1.498790323,0.559028357,0.038309396,0.033269697
63,TP,156.8544887,153.4389694,113.0577652,105.5685507,43.79672357,51.28593806,21.85714286,11.76923077,8.568,5.429032258,0.642335304,0.158790777,0.349221102
64,MK2,298.6797056,290.8696512,161.5512812,158.1366907,137.1284244,140.5430149,30.9,28.52307692,19.776,8.970967742,0.772951505,0.458073696,0.686428944
65,CDK2,164.9223712,156.9869666,141.9796247,137.1226248,22.94274646,27.79974633,0,0,0,1.993548387,0.6347199,0.048459962,0.022860924
66,ALR2,157.5643739,166.8746973,144.9178179,146.5504722,12.64655605,11.01390175,8.835714286,4.757692308,3.711,1.99516129,0.562113617,0.068687644,0.146000538
67,EPHB4,263.0021071,182.4201435,169.1310732,163.7565071,93.87103395,99.24560003,30.925,21.40961538,13.607,7.481854839,0.687426901,0.322651751,0.55463191
68,HIV1RT,137.4461509,122.7126967,148.8231373,144.6387108,-11.37698645,-7.192559992,0,2.378846154,1.237,1.496370968,0.425271512,0.029546822,0.040565784
69,LCK,205.0965626,212.469104,144.6768118,144.7336635,60.41975076,60.36289912,17.68571429,16.66538462,13.618,6.988709677,0.685246244,0.229356215,0.441336513
70,AURKA,222.5277139,219.3228461,179.3383202,174.089169,43.18939365,48.43854489,4.421428571,4.761538462,4.952,3.993548387,0.68119783,0.085989864,0.166651195
71,ITK,172.0061205,165.179426,121.6318352,114.418306,50.37428534,57.58781447,17.62857143,9.492307692,8.638,5.473387097,0.744304858,0.193892689,0.322438039
72,FKBP1A,136.9119939,145.8088955,93.66618354,91.85768502,43.24581035,45.05430887,26.50714286,28.54615385,23.503,12.96854839,0.741896408,0.522539204,0.750052204
73,COX2,230.8339296,222.3023655,148.8251216,139.3901476,82.00880805,91.44378206,13.28571429,9.538461538,11.16,8,0.8368125,0.216290119,0.372387984
74,COX1,170.1028833,164.6281261,141.2352305,139.0466965,28.86765283,31.05618689,8.828571429,7.130769231,4.944,4.983870968,0.617391304,0.093775827,0.212376119
75,SARS-HCOV,43.41884903,42.58803064,36.95994446,36.48556703,6.458904561,6.933281998,8.835164835,4.75739645,2.473846154,3.041614124,0.703447367,0.077680908,0.137830746
76,BCL2,74.92336798,61.88957215,59.43724955,58.70660496,15.48611843,16.21676302,22.10714286,14.28461538,7.428,4.991935484,0.595409015,0.18891308,0.351835756
77,FXA,253.5950822,253.8789044,210.9092878,212.4586488,42.68579436,41.13643337,0,0,2.458,1.486693548,0.681707317,0.053347611,0.057172949
78,11BETAHSD1,97.78493312,90.01397671,105.4704988,102.5881425,-7.685565641,-4.803209391,0,0,0,0,0.420475567,0.024774632,0.000509612
79,P38-ALPHA,133.3290374,123.0177555,128.20716,126.7461076,5.121877447,6.5829298,8.85,7.148076923,3.717,1.498790323,0.496309425,0.067816077,0.15749181
80,GBA,89.09404459,89.63764915,81.42330767,79.42957962,7.670736924,9.664464975,0,2.376923077,3.708,1.993548387,0.578156355,0.043969908,0.090013523
,,,,,,,,10.02905983,8.158667543,6.211302944,3.928309706,0.633484089,0.13439857,0.226164893
